class,fold,amplitude_envelope,root_mean_square,zero_crossing_rate,mfcc,spectral_centroid,bandwidth
air_conditioner,5,5.1753078,1.7811716,3.436617096310031,1357.5675,51361.84000131458,43743.879539926354
air_conditioner,5,5.1442323,1.7666148,3.386445594340434,1383.2654,50692.804863948215,43405.99002969325
air_conditioner,5,5.046317,1.7354028,3.460101368913098,1380.3173,50835.554996802355,43476.32892100803
air_conditioner,5,5.2235913,1.7623947,3.4987409234346583,1375.9609,51067.21717946415,43342.86437217505
air_conditioner,5,5.3707438,1.7949343,3.4682781826500153,1362.5112,51195.17373158944,43390.03012992063
air_conditioner,5,5.213794,1.776233,3.4261832093858238,1354.8632,51075.131851351915,43675.06199598838
air_conditioner,5,5.219173,1.7752051,3.3790609158965816,1362.6362,50846.429095584994,43773.32585797767
air_conditioner,5,5.14286,1.768724,3.3802917814999596,1356.925,50934.85866571237,43880.149935985486
air_conditioner,5,5.131469,1.7919141,3.4069812234775974,1328.2804,51524.74827819076,44319.717180706946
air_conditioner,5,5.1521826,1.7904197,3.400924018511366,1431.6245,49370.80111144969,42105.46431199738
air_conditioner,5,5.48895,1.9057995,3.4281038351457522,1287.6251,52261.260019799,44944.911290056254
air_conditioner,5,5.306092,1.8274909,3.42908404696109,1407.7664,49739.15833012237,42299.83692412908
air_conditioner,5,5.3511643,1.8414773,3.4842863199897867,1388.2057,50155.86749823053,42461.239777490955
air_conditioner,5,5.242113,1.8142471,3.5126186147190395,1376.6262,50656.93884978914,42727.38371879825
air_conditioner,5,5.6278915,1.9113067,3.6316729983700133,1352.6284,51627.64800443832,43043.67911305909
air_conditioner,5,5.643449,1.9147868,3.622358741085854,1352.8875,51495.753919741874,42964.157089893095
air_conditioner,5,5.378049,1.8308709,3.5091123487740257,1358.8754,50846.56111575051,43060.44819499047
dog_bark,6,2.7281234,0.8718003,4.996496498988496,2933.7249,67294.85334938626,47673.97937440195
dog_bark,6,5.639764,2.0282724,4.277075298368051,1503.1605,61951.25763541178,46092.77161064418
dog_bark,6,3.2472198,1.0965378,4.338728602649764,2271.3408,59956.0953245103,43698.08962861943
children_playing,10,1.1951048,0.48102033,3.0927597156409363,4778.339,44430.49798383973,35500.25273738559
children_playing,10,1.5093254,0.6516141,3.0557812539947333,4488.773,44861.457370124954,34669.020111946615
children_playing,10,2.660893,1.1011796,2.674035698891343,4321.4644,41965.54791582116,35746.89803689884
children_playing,10,3.9229462,1.6075678,2.9403361163395556,3991.957,45054.46635065382,36004.90421854636
children_playing,10,2.4605618,1.1411337,3.106334023519336,4227.2954,46006.03142643645,36198.425268313054
children_playing,10,1.2778385,0.49063843,3.1306930564448305,4643.0596,45242.392031466145,36267.18899585703
children_playing,10,0.8677858,0.38732043,2.7497225534758503,4767.087,44957.95179149734,39300.87383299247
children_playing,10,0.3348043,0.12220624,2.6328385801749814,5278.838,43965.691982272605,39558.10736721785
dog_bark,1,4.204294,2.1038723,0.8285717029289205,5826.8535,24180.848827464295,36629.25577809682
dog_bark,1,3.9451096,2.0009239,0.8203404013112102,5491.024,21164.177760717987,31714.578809806997
dog_bark,1,3.3878508,1.6004641,1.0844452848934953,5971.7974,27359.84063884606,39067.857138803054
air_conditioner,9,6.0133524,2.1788616,6.959864130118978,2443.6653,89489.45270122652,55423.15998035213
air_conditioner,9,6.408894,2.295766,5.996802431654462,3152.32,79731.91530791145,54503.978332322564
air_conditioner,9,6.6303864,2.3357773,6.565831383316997,2826.0383,86327.73911639718,55427.78694663852
air_conditioner,9,6.449695,2.2703166,6.802231355218089,2566.5022,89333.79617300665,55865.40064575045
air_conditioner,9,5.955631,2.0854745,6.025360552497888,2883.4868,82421.38712084464,55859.779101406086
air_conditioner,9,5.9263697,2.114325,5.294472658807795,3415.4243,71049.02778820465,52949.403232644625
air_conditioner,9,5.8154664,2.0354922,4.999920272191496,3457.139,69521.64232883306,52969.620343017414
air_conditioner,9,5.8829894,2.122519,5.150344333433415,3498.7249,69931.32254567844,52243.93916347462
air_conditioner,9,5.8308663,2.0833726,5.204380376544336,3513.104,69949.86292468966,51960.810652441105
air_conditioner,9,5.577323,1.9782176,5.004449009401066,3564.0703,67759.80929947145,52004.88113412777
air_conditioner,9,5.7623935,2.0904706,5.025957249803809,3571.0784,67971.8028488813,51875.53916843239
air_conditioner,9,6.381507,2.2713468,5.38318596196288,3504.6262,71749.55047487159,51722.60746468382
air_conditioner,9,6.5234165,2.330778,5.556033372464343,3473.1768,73102.21743046599,51787.27947990421
air_conditioner,9,5.8830357,2.159753,5.480564108445165,3453.9849,72104.67764983488,52343.72607397305
air_conditioner,9,5.399013,2.0099463,5.185777493106295,3413.6138,71242.70031130068,53869.62316609377
air_conditioner,9,5.7248816,2.0482812,5.329447204666185,3329.7603,74376.0389126966,55183.78586904345
air_conditioner,9,6.488824,2.3672287,6.659384119465248,2592.4512,88857.49185550548,55933.54393303009
air_conditioner,9,5.829224,2.0833583,5.730017729460498,3206.9785,78411.5853974285,55057.98295172426
air_conditioner,9,5.628327,2.0436993,5.814030271511052,3230.8252,78193.70570989516,54781.80499405201
air_conditioner,9,5.3651595,1.9396993,5.487733861158739,3232.596,75796.32728013517,55570.080527822865
air_conditioner,9,5.030496,1.8197789,5.252955739995118,3229.0552,75309.41670619321,56405.15401669675
air_conditioner,9,5.375861,1.9365754,5.39833503769442,3193.7852,76894.92392906107,56173.917744577455
air_conditioner,9,5.5782924,2.0090878,5.597144775023097,3137.9417,79220.92035447883,56229.2931632277
air_conditioner,9,6.1695356,2.2289639,6.513121931432051,2644.78,87403.07427719666,56113.19326414062
air_conditioner,9,5.488348,1.9775968,5.577225983991833,3120.6233,79883.51271733564,56780.38001568898
air_conditioner,9,6.0626926,2.148396,5.8545435810139965,3014.623,81182.60156741153,56193.773554621504
air_conditioner,9,6.0901012,2.2207317,5.766207202989891,3124.9116,78136.75358920536,54015.7352755964
street_music,7,2.2653766,0.9104435,1.1599046838996823,3526.4775,24886.53225539702,34434.53652018924
street_music,7,2.1933944,0.8866057,1.090484102870501,3545.4739,24538.588407105155,34285.70745553306
street_music,7,2.1980271,0.86999375,1.3493281069969718,3486.2202,26763.736546982345,35568.73807159199
street_music,7,2.2839127,0.93048674,1.278585501164886,3603.2378,25208.39838252946,33829.33217749298
street_music,7,1.8877882,0.78282166,1.0480331164070806,3729.0718,23899.321981063444,33944.31560838491
street_music,7,1.9077402,0.7819385,1.2210390162877167,3615.5615,25617.04951812176,35367.82520072563
dog_bark,4,0.7551927,0.25243223,2.3281356504055886,3576.9307,37061.67726969624,35676.37670039884
dog_bark,10,0.46578214,0.16208142,0.9693601594104968,1332.4924,16789.455767022675,15656.601671512157
dog_bark,10,0.20849487,0.062997155,1.0903564122400027,1231.4938,15092.628329730032,13542.066400971895
dog_bark,2,0.6584345,0.23122156,1.272040788872231,1666.3009,19857.2553006271,17758.13868278982
dog_bark,3,1.4388357,0.5232448,2.634544821409502,3543.7515,44209.69311423797,40822.16848941466
dog_bark,1,1.1180804,0.43096405,1.6435683233428702,2389.4146,27332.966659091424,26953.45521476933
gun_shot,1,1.2006515,0.4906147,1.7517625924125053,4685.9487,23892.485544309766,32102.537449729432
dog_bark,5,2.3934963,1.0017695,1.1195700256064058,6928.2314,31186.583933928992,42285.46285435012
dog_bark,5,2.7314353,1.1068388,1.406313746385025,6492.2817,34231.901190142766,44325.61845588379
dog_bark,5,3.5841646,1.4045352,1.4271411002317547,6381.893,32106.71323588251,40581.74019785626
dog_bark,1,0.5020255,0.25624767,1.1678756625738982,5395.9453,35865.24450031668,49958.96901575653
dog_bark,1,0.37793323,0.16551833,1.2660092371020577,5165.3867,36250.51819446868,48411.64151917657
dog_bark,1,0.2965979,0.12621431,1.7446632755544433,5329.7544,45727.11682585009,53223.71885821803
dog_bark,1,0.3043314,0.12360628,1.870509556178706,5374.223,47605.07177773713,53938.13431146556
siren,7,2.2084084,0.8401876,1.9184201829982805,3409.3977,30623.431145922208,31385.23731998035
siren,7,2.5002317,0.9061132,1.948889939701653,3366.2688,31366.242542439573,31819.042628774805
siren,7,2.2441082,0.7887252,1.9437774361885023,3393.489,31977.703495633847,34023.113363075216
siren,7,1.4495068,0.5433053,2.0712501561792713,3365.0159,35594.526049936336,38263.77430321924
siren,7,1.3934132,0.51143223,2.581147612603137,3123.524,44027.45400605427,46599.89077651594
siren,7,1.4408871,0.5160424,2.5357227133413223,2990.5586,43984.03803120174,46891.167177489486
siren,7,1.4254931,0.5296688,2.0152748454334257,2991.7358,37305.25224281352,40885.25403996372
siren,7,1.6671369,0.6255433,1.7775100797858319,3285.461,31611.521901804288,34805.48338167302
engine_idling,10,3.987489,2.266505,0.5290409609651282,2551.0881,26145.38045083763,39237.154800838485
engine_idling,10,3.9835656,2.2674396,0.5596001369124403,2560.4797,26161.702692266383,39273.89987255681
engine_idling,10,4.094483,2.4017792,0.46959559147339747,2527.083,26345.60729377627,39815.2738327175
engine_idling,10,4.1812453,2.4777513,0.4464332798300814,2526.7034,25607.93908872079,39445.44615864129
engine_idling,10,4.1071496,2.4118388,0.4713550658946303,2526.7,25934.467136133608,39643.88551813077
engine_idling,10,4.1044436,2.385223,0.4809091921798198,2537.678,26074.420499448643,39788.49722699991
engine_idling,10,4.0822177,2.3480914,0.5002440810494413,2553.9275,25855.13797421854,39621.50958356456
engine_idling,10,4.056342,2.3407311,0.49162914757975856,2558.5474,25859.238488987226,39591.72237253688
engine_idling,10,4.058244,2.3655274,0.4854802473393131,2552.787,25933.803887179776,39614.121555285725
engine_idling,10,4.1154246,2.400367,0.4577943349105271,2537.3,26159.01521956498,39758.43518226083
engine_idling,10,4.1405687,2.3974833,0.454218105004702,2519.3323,26191.201661271512,39830.68482803296
engine_idling,10,4.1447453,2.3959215,0.48673191695673196,2528.7764,25902.60888277233,39586.546617895605
engine_idling,10,3.942793,2.2278519,0.5768005045260314,2546.329,26634.09729481316,39488.055942353385
engine_idling,10,4.131785,2.400021,0.49530110150528006,2521.0632,26091.44133185534,39717.712382287114
engine_idling,10,4.114199,2.394177,0.4792445022832813,2522.5813,26300.099651480974,39817.964766325065
engine_idling,10,4.079183,2.3901327,0.4777896278350932,2526.725,26254.599037507625,39838.1470650137
engine_idling,10,4.1327987,2.384202,0.5043526970944106,2520.158,26058.861701214875,39829.9554413928
engine_idling,10,4.1763215,2.3936982,0.4842883617073161,2515.8423,26137.476959574265,39966.11557398737
engine_idling,10,4.0952907,2.3886027,0.47713048887905785,2515.822,26403.65184835001,40186.00957684988
engine_idling,10,4.1799664,2.4658146,0.4638168146991399,2504.4878,26365.52926464196,40175.311802410244
engine_idling,10,4.505098,2.700949,0.4150654862912071,2499.8372,25168.044027499567,39380.378781192434
engine_idling,10,4.4694724,2.6846635,0.4244846585470397,2512.068,24897.327518910854,38994.41878057348
engine_idling,10,4.328797,2.5681207,0.4309153267160825,2527.619,25141.144563011367,39140.07202872086
engine_idling,10,3.968184,2.242965,0.5465784631298802,2529.3296,26826.400650740947,39712.06294965798
engine_idling,10,4.5290914,2.710048,0.3927092831277197,2530.6858,24531.170636571434,38680.480610186496
engine_idling,10,3.9977367,2.2782981,0.5287849230765254,2531.1328,26606.20401072275,39605.905359193726
engine_idling,10,3.9098396,2.2610714,0.5355410341129333,2532.7422,26513.644281637382,39490.92996866555
engine_idling,10,3.9118865,2.2636282,0.5440461152669959,2535.023,26478.6566046132,39567.00418653886
engine_idling,10,4.0338006,2.2952445,0.5374217841437632,2511.129,26705.48809197288,39736.707419039136
engine_idling,10,4.03575,2.2809234,0.5343644347457022,2505.2937,26855.877936928526,39842.32395275237
engine_idling,10,3.9747794,2.2512484,0.5340323794259957,2515.1133,26954.33793302884,40045.576102044426
engine_idling,2,6.077535,3.9413524,0.351513668483687,2380.2246,22941.691222316444,37864.614407068235
engine_idling,2,6.152152,3.9791176,0.33548297739974825,2370.6782,22644.067140328498,37575.36760654295
siren,2,2.724528,0.9857439,2.2630626000053486,3150.4927,32739.207323895305,28129.143695404648
siren,2,2.8763273,1.067627,2.2750133807449044,3085.82,33047.34686667792,28164.04881150873
siren,2,1.3878975,0.51537746,2.173893930102372,3856.156,29915.504955875243,27422.59464525756
siren,2,1.2041988,0.4474649,2.1195042170801885,4000.6135,28723.71827935797,27228.903186891395
siren,2,1.1060295,0.41278633,2.111825833161763,4119.668,28072.714050232033,26966.221027016658
siren,2,1.0086786,0.37073368,2.1270885301826,4254.9614,27974.758493944486,27261.611256146894
siren,2,0.8270229,0.3023809,2.0676270540214654,4330.889,29237.31662988462,30154.27214952326
siren,2,0.72017205,0.26582566,2.006755862529589,4409.796,29759.061360078835,31774.3005042222
siren,2,2.7990932,1.0471905,2.2824687053962607,3066.5488,33489.60818282108,28851.610174965055
siren,2,3.096422,1.1262374,2.305270880878973,2957.8008,34053.171323836825,29518.426382674435
siren,2,3.168514,1.1484131,2.2743006375351036,2954.161,33711.97804497104,29497.751173320623
siren,2,2.4775176,0.90358955,2.3055753387868863,3142.906,33458.89029228315,29629.90759968047
siren,2,2.2494571,0.81894994,2.3074657182223715,3252.5942,33125.717125291696,29462.333106915907
siren,2,2.4508905,0.88755774,2.332578355264248,3219.499,33423.71736181243,29516.984557144704
siren,2,2.2354307,0.8004498,2.3143632959888367,3330.706,33066.542945542635,29183.918935699217
siren,2,1.697211,0.6075791,2.2178377237077496,3596.1667,31412.941386398936,28452.356541912075
jackhammer,1,1.757851,0.6001565,3.3222943304168466,2354.0837,52214.28845288775,47145.094319436794
jackhammer,1,1.5964954,0.56010354,3.2847910348047993,2315.6362,53048.656089280856,48172.819479689715
jackhammer,1,1.6680732,0.5803656,3.270014245238467,2326.9402,52493.18031423595,47352.355823174534
jackhammer,1,1.8069413,0.582476,3.080770991544771,2420.1626,51402.318953901144,48161.68539587975
jackhammer,1,1.7741113,0.57022965,3.122246711909438,2389.1077,51971.6658750051,48365.46540475596
jackhammer,1,1.8958063,0.6081803,3.5215298717942822,2234.3047,54809.60238027703,48205.42238527166
jackhammer,1,1.8470409,0.5993943,3.685251358548504,2208.8542,55865.06134780917,47907.70476445458
jackhammer,1,1.7608505,0.58101267,3.4960064584074444,2288.0945,54305.71467945532,47372.34205322831
jackhammer,1,1.644837,0.5543494,2.84355414418267,2543.4722,49500.368967861155,47666.54121144839
jackhammer,1,1.3861212,0.47560468,2.2308295871654242,2978.7664,44002.61465095365,46379.2499742256
jackhammer,1,1.0891017,0.34050444,2.099341370976748,1458.3569,31282.220430363108,27559.605048131623
jackhammer,1,1.9914464,0.634276,3.78050893031835,2078.5886,58325.181258171295,49144.128093105894
jackhammer,1,1.8156692,0.60094213,3.4476495890981997,2206.0703,56714.887672015226,50042.69503638588
jackhammer,1,1.869535,0.65224755,3.224351471742818,2242.612,54870.964555039456,49705.97493598133
jackhammer,1,1.8165262,0.6222357,2.848288467199699,2540.1775,50031.06372474423,47439.80930705133
jackhammer,1,1.9008049,0.6227038,3.7005678514378983,2134.0916,57955.324624300374,49766.66132959744
jackhammer,1,2.0871272,0.6624038,3.807249863060657,2052.414,60213.73846587803,51491.819233433045
jackhammer,1,2.1960545,0.7042302,3.8127986603369943,2019.71,60780.41887437466,52286.02977622333
jackhammer,1,1.9147267,0.6372674,3.3511743565310197,2246.0293,58180.841842607064,52922.05251742284
jackhammer,1,1.800526,0.5869269,3.037289609804789,2409.92,55467.89220303104,53357.54474233674
jackhammer,1,1.9860276,0.66240466,2.8555241904245197,2376.524,53062.74986603583,52663.5900517709
jackhammer,1,2.0440054,0.6916884,2.6191945138005783,2417.3179,50012.99327855867,50440.61745479061
dog_bark,8,3.1023057,1.4157171,0.9445656592677762,4850.4204,19875.729963660917,26100.737826641765
dog_bark,8,3.0867224,1.4133527,0.5750817282270625,2747.1938,11702.796892330052,14231.411511215123
dog_bark,8,1.822668,0.75617796,0.3551681421238221,1958.3678,7414.201524814963,9345.893994613292
drilling,3,6.690202,2.2533603,3.604104690165892,2537.6091,49582.69476397363,36382.354977835195
drilling,3,7.917933,2.691131,3.2905861413007127,1806.9525,44507.91072626195,33399.59797526126
drilling,3,8.14072,2.7600079,3.0908257121299596,1837.4934,42206.27143806714,33040.807070835115
drilling,3,8.25241,2.7338483,3.1191247260083212,1806.452,42355.01048697468,33258.960001696476
drilling,3,8.540743,2.8389897,3.2650356217174696,1746.7269,43782.908518160766,33242.51374853122
drilling,3,4.734951,1.6283195,2.2182522067572035,1311.2936,28237.17791791153,17819.930607984286
drilling,3,8.356127,2.8602977,3.6638787392286174,1883.6467,47482.42914580404,30223.08232270751
drilling,3,8.73278,2.984982,3.6463635449651455,1828.8307,47012.39026416049,30320.152532209664
drilling,3,8.612976,2.896324,4.014665897287806,1897.1287,53892.21850736569,32775.517204598786
drilling,3,7.9753695,2.7566562,4.03736590939292,1908.98,53851.92415945145,32714.437971853447
drilling,3,8.610553,2.932809,3.614888261727517,1838.3911,45682.87278857893,29944.826497804024
drilling,3,8.519806,2.9398441,3.6316483139641096,1871.688,45246.17998383419,29494.83716402444
drilling,3,8.480547,2.928432,3.6637334940241457,1869.5232,45048.67906460084,29453.227966818627
drilling,3,8.68057,2.9088557,3.7280081258202267,1807.5808,45825.25198496168,30219.81204779457
drilling,3,8.694748,2.9316747,3.684657148666977,1834.9515,45713.00529960842,30104.10659384795
drilling,3,7.959007,2.7402081,3.7028772456348364,1920.3696,47109.68520872239,30234.53190067269
drilling,3,7.790191,2.6808069,3.895617854777209,1892.3823,51223.30990938681,31874.792729986508
drilling,3,8.641166,2.910881,4.022170139441547,1836.2463,53831.48105687957,32891.46856013443
drilling,3,6.51818,2.2377381,2.918635403264255,1739.3651,38888.34519874434,24244.499988978387
drilling,3,5.0108023,1.6570716,2.2132405394133587,1111.4097,27691.41096826685,17065.187675627018
drilling,3,7.764667,2.6376612,3.6921848343925525,2156.9644,48678.550826350656,30459.596606105308
engine_idling,9,0.77013665,0.3615809,0.5712882278305869,4955.1606,19111.14057408084,28722.97647783029
engine_idling,9,0.75179195,0.35939634,0.5593444474896484,4954.486,19411.836336264856,28816.606696801213
engine_idling,9,0.7364308,0.35107324,0.569254691083273,4967.6914,19850.71552837835,28859.967149152635
engine_idling,9,0.72387916,0.34178373,0.5791501415648703,4942.868,20406.23041811504,29365.54384310604
engine_idling,9,0.7505206,0.35785106,0.5783624934486373,4927.5454,20327.98061599464,29117.41336607598
engine_idling,9,0.7553701,0.3656593,0.5589828736440355,4935.212,20052.250391672136,28921.92446494125
engine_idling,9,0.76000196,0.36363798,0.5334927956292205,4950.4307,19996.72153393563,28959.355534767998
engine_idling,9,0.854298,0.41019645,0.5263336680537861,4886.3477,19513.889597830865,29271.174508413776
engine_idling,9,0.88928974,0.43800902,0.5573665770574184,4800.404,19780.62388464958,30086.063071826924
engine_idling,9,0.8080237,0.38970053,0.6192083953445999,4789.72,20523.53740495407,30431.615789472737
engine_idling,9,0.77138746,0.37339544,0.6144960847982857,4776.5996,20735.025169694203,30558.072733657216
engine_idling,9,0.80483794,0.3865634,0.6087925401428583,4752.147,20654.810265415417,30766.155849390438
engine_idling,9,0.74467003,0.3615378,0.5111668063423622,5038.516,18973.655551402153,28440.743005576885
engine_idling,9,0.73755485,0.35279188,0.5101097377820561,5097.553,18836.37012054085,28240.8424321205
engine_idling,9,0.7509494,0.34857824,0.564436229202146,5014.223,19627.041962022777,29193.825878798823
engine_idling,9,0.7650827,0.35289046,0.5722022949172729,4983.6597,19662.325948087928,29209.36115853948
engine_idling,9,0.81106997,0.37656257,0.5935025954539263,4899.0864,19471.240783697223,28919.562065853694
engine_idling,9,0.84387743,0.3908268,0.6046680693745071,4853.546,19342.043853033796,28782.728515288694
engine_idling,9,0.81948876,0.3796565,0.5793542937659806,4923.025,19254.87007561553,28479.188754698604
engine_idling,9,0.77215695,0.37040773,0.5605774980746696,4955.839,19322.52030599614,28408.041350224674
engine_idling,1,0.3772388,0.18452914,0.5468261696949783,5824.4546,20497.60276683873,33069.07510458068
engine_idling,1,0.35238615,0.1659264,0.5973881138704971,5801.3,21364.77710924839,33370.63579760428
engine_idling,1,0.34644985,0.16516827,0.604232609098878,5803.338,21712.318625155676,33080.89980385193
engine_idling,1,0.33577988,0.15154894,0.6605144183702578,5794.133,22774.558047739425,33730.953006780815
engine_idling,1,0.34599638,0.15684143,0.6450607436800889,5767.6636,22702.35097805755,33443.53133024776
engine_idling,1,0.34919992,0.15776077,0.6511321551698194,5774.7314,22627.74452629402,33365.547784621805
engine_idling,1,0.37409988,0.16876076,0.6548592499209516,5780.6733,22031.34112318361,33125.547343114304
engine_idling,1,0.509773,0.25597894,0.5868547507988294,5701.7466,20499.62063242958,32652.433323951234
engine_idling,1,0.5462605,0.28903398,0.5914583654382403,5601.2427,20812.637057454882,33325.378097546025
engine_idling,1,0.49098903,0.25243258,0.59292384443766,5560.339,21617.812149727717,34284.08844122977
engine_idling,1,0.49244177,0.2517035,0.6044724666108664,5514.099,21945.641031398987,35391.54105198801
engine_idling,1,0.50985765,0.25972643,0.6059631298167122,5478.7485,22187.388162531264,36256.75957597358
engine_idling,1,0.34647968,0.16160916,0.6136450204977146,5804.2886,21476.70348240054,32797.46154016294
engine_idling,1,0.3488853,0.15976174,0.6348647759101195,5784.748,21644.087092012523,32478.340016611593
engine_idling,1,0.35899964,0.16292363,0.6778947711856032,5709.9077,22278.8472990673,33057.45079724234
engine_idling,1,0.35834616,0.16225664,0.6811087645669537,5705.123,22282.34811154767,33278.07163508252
engine_idling,1,0.4285442,0.20612143,0.6168165419996249,5630.4365,21023.175748419635,32596.476295089356
engine_idling,1,0.50288135,0.24941015,0.5900248066487862,5567.4414,20224.837004184872,32010.19007642422
engine_idling,1,0.44579646,0.22015487,0.618042944542552,5647.9995,20851.120181106173,32148.31888077503
engine_idling,1,0.3742743,0.17833163,0.5934093903788882,5746.8354,21237.262118847226,32468.7839855703
drilling,3,5.7902017,1.8621247,6.4264280045911475,1612.3735,83014.81267598792,53084.98227317377
drilling,3,6.233206,2.0008976,6.431523780444859,1417.8026,83943.42758462697,54945.37230429014
engine_idling,10,2.199582,0.83751255,1.2565320054276623,2819.6492,36813.82838879417,44853.445212271625
engine_idling,10,1.9932057,0.7713449,1.3426480765345308,2855.18,38087.6480262505,46297.94321433417
engine_idling,10,2.063494,0.80418366,1.300066960884401,2823.8606,39827.09138005041,48335.059566596836
children_playing,6,3.2113755,1.1208832,2.977125700285887,1707.9755,53745.572212935185,51497.68684515886
children_playing,6,2.198256,0.80457526,2.385752380824008,2284.5715,46450.47720367607,48598.85741190312
children_playing,6,2.9783785,0.97492707,3.3127573741035934,2026.69,56055.62250605516,51415.174930993344
children_playing,6,2.8235636,0.96543115,3.1343049943889576,1826.652,54438.232525725434,50288.8979060315
children_playing,6,2.506763,0.8665852,2.4277830847889006,2142.622,46981.86775717079,48514.005081313706
children_playing,6,2.1645963,0.729369,2.785036402794868,2286.211,51303.755798559694,50206.39347853042
children_playing,6,2.598569,0.89783096,2.545624033747208,2294.2183,45156.6689239762,46065.39975331648
children_playing,6,3.1446424,1.0428339,2.746106946758831,1870.394,50493.984647270314,49680.40505425487
children_playing,5,6.362992,2.1705346,4.378513777990511,1983.397,58270.082158470825,35522.8343154551
children_playing,5,4.851725,1.881042,4.440222965862443,2158.9377,58567.03164973711,36223.904441155355
children_playing,5,3.5596328,1.1860362,4.1502757337039045,2299.9414,54533.75077577906,34553.2667385996
children_playing,5,2.8042674,0.95257384,4.37054783579928,2427.546,56628.92433488164,35092.93676900345
children_playing,5,4.2687182,1.4242231,4.264859420767143,2258.5217,55435.43659301728,33354.29841481784
children_playing,5,5.6819787,1.8979325,4.644639664420125,1938.9967,61204.282105535196,36666.95604717534
children_playing,5,4.683836,1.6646961,4.166602986167021,2341.404,55195.61361211745,33550.15968210684
children_playing,5,6.410385,2.8003445,3.7454435004924127,4929.9526,47437.69391099877,22804.89166788113
drilling,7,3.5523221,1.1572152,3.5829326198586635,1700.3712,53007.422853008575,46049.182526288736
drilling,7,3.5441475,1.1309971,3.9240186691540013,1752.2714,54730.3994346479,43803.04233941102
drilling,7,3.5809622,0.99576056,4.1302673925704685,1814.6726,56451.50259022467,43284.79112062681
